title,character_name,actor_name,sympathy_coding,arc_presence,arc_direction,confidence_arc,reasoning_arc
Teen Wolf,Chris Argent,JR Bourne,redeemed,significant,positive,medium,Chris Argent starts as a character with a complex relationship to the protagonists but ultimately earns the audience's sympathy through his protective nature and growth in understanding.
Grimm,Nick Burkhardt,David Giuntoli,protagonist,significant,positive,high,"Nick Burkhardt is the main character of 'Grimm', and he undergoes significant personal growth as he learns about his heritage and responsibilities, ultimately becoming a more capable and empathetic leader."
Grimm,Monroe,Silas Weir Mitchell,protagonist,significant,positive,medium,"Monroe is a key ally to the main character, Nick, and undergoes significant personal growth throughout the series."
Grimm,Hank Griffin,Russell Hornsby,protagonist,significant,positive,medium,Hank Griffin is a loyal ally to the main character and undergoes significant personal growth throughout the series.
Grimm,Sean Renard,Sasha Roiz,antihero,significant,positive,medium,"Sean Renard is a complex character who often operates in morally gray areas, showing growth in his relationships and values throughout the series."
Grimm,Drew Wu,Reggie Lee,neutral,flat,none,medium,Drew Wu serves primarily as a supporting character in 'Grimm' without significant development or transformation throughout the series.
Grimm,Rosalee Calvert,Bree Turner,protagonist,significant,positive,medium,"Rosalee Calvert is a supportive character who evolves significantly throughout the series, showcasing growth in her relationships and values."
Grimm,Adalind Schade,Claire Coffee,redeemed,significant,positive,medium,"Adalind Schade starts as an antagonist but undergoes significant character development, ultimately earning the audience's sympathy through her transformation and complex relationships."
Grimm,Eve,Elizabeth Tulloch,protagonist,significant,positive,medium,Eve is a central character who undergoes meaningful development and is generally portrayed in a sympathetic light.
The X-Files,Fox Mulder,David Duchovny,protagonist,significant,positive,high,"Fox Mulder is a central character in 'The X-Files' who is portrayed as a dedicated investigator seeking the truth, and he undergoes significant personal growth throughout the series."
The X-Files,Dana Scully,Gillian Anderson,protagonist,significant,positive,high,"Dana Scully is a main character who evolves significantly throughout the series, growing in her beliefs and relationships, particularly in her partnership with Fox Mulder."
The X-Files,Walter Skinner,Mitch Pileggi,protagonist,minor,positive,medium,"Walter Skinner is a supportive character who often aids the protagonists, showing some growth in his loyalty and moral stance throughout the series."
Gilmore Girls,Lorelai Gilmore,Lauren Graham,protagonist,significant,positive,high,"Lorelai Gilmore is a central character whose journey involves personal growth, particularly in her relationships and self-acceptance."
Gilmore Girls,Rory Gilmore,Alexis Bledel,protagonist,significant,positive,high,Rory Gilmore is a central character whose journey involves significant personal growth and development throughout the series.
Gilmore Girls,Luke Danes,Scott Patterson,protagonist,significant,positive,high,"Luke Danes is a central character in 'Gilmore Girls' who evolves in his relationships and personal growth, particularly in his romantic involvement with Lorelai."
Gilmore Girls,Sookie St. James,Melissa McCarthy,protagonist,minor,positive,high,Sookie St. James is a beloved character who supports the main characters and shows some growth in her personal and professional life.
Gilmore Girls,Lane Kim,Keiko Agena,protagonist,significant,positive,high,"Lane Kim is a main character who undergoes significant personal growth, particularly in her relationship with her family and her pursuit of her passion for music."
Gilmore Girls,Michel Gerard,Yanic Truesdale,neutral,flat,none,medium,Michel Gerard serves primarily as a supporting character in 'Gilmore Girls' with minimal development and a functional role.
Gilmore Girls,Paris Geller,Liza Weil,neutral,minor,positive,medium,Paris Geller is a supporting character who shows some growth in her relationships and ambitions but remains largely consistent in her personality.
Gilmore Girls,Kirk Gleason,Sean Gunn,neutral,flat,none,medium,Kirk Gleason serves as a quirky side character in 'Gilmore Girls' without significant development or transformation throughout the series.
Gilmore Girls,Logan Huntzberger,Matt Czuchry,antihero,significant,positive,medium,"Logan Huntzberger is portrayed as a complex character who exhibits morally ambiguous behavior but ultimately shows growth and a deeper connection with Rory, making him a character the audience can root for despite his flaws."
Gilmore Girls,Emily Gilmore,Kelly Bishop,neutral,flat,none,medium,"Emily Gilmore serves as a supporting character with a consistent role throughout the series, without significant personal development."
Gilmore Girls,Richard Gilmore,Edward Herrmann,protagonist,significant,positive,high,"Richard Gilmore is a central character who evolves in his relationships and values, particularly in his support for his daughter and granddaughter."
Bridgerton,Lady Violet Bridgerton,Ruth Gemmell,neutral,flat,none,medium,Lady Violet Bridgerton serves as a supporting character with a clear role but does not undergo significant development or change throughout the series.
Bridgerton,Benedict Bridgerton,Luke Thompson,protagonist,minor,positive,medium,"Benedict Bridgerton is a central character who shows some growth in his relationships and personal beliefs, but does not undergo a significant transformation throughout the series."
Bridgerton,Sophie Baek,Yerin Ha,neutral,flat,none,low,Sophie Baek is a minor character with limited development and does not significantly impact the main narrative.
Bridgerton,Colin Bridgerton,Luke Newton,protagonist,minor,positive,medium,"Colin Bridgerton is a central character who is generally portrayed positively, showing some growth in his relationships, particularly in his understanding of love."
Bridgerton,Eloise Bridgerton,Claudia Jessie,protagonist,significant,positive,high,Eloise Bridgerton is a central character who undergoes meaningful growth in her beliefs and relationships throughout the series.
Bridgerton,Hyacinth Bridgerton,Florence Hunt,protagonist,significant,positive,medium,Hyacinth Bridgerton is a central character in 'Bridgerton' who undergoes meaningful development and is portrayed in a sympathetic light.
Bridgerton,Gregory Bridgerton,Will Tilston,neutral,flat,none,low,Gregory Bridgerton is a minor character with limited development and does not significantly impact the main narrative.
Bridgerton,Lady Agatha Danbury,Adjoa Andoh,protagonist,significant,positive,medium,Lady Agatha Danbury is a strong character who supports the protagonist and undergoes meaningful development throughout the series.
Bridgerton,Lady Whistledown (voice),Julie Andrews,neutral,flat,none,medium,Lady Whistledown serves as a narrative device and does not undergo significant character development throughout the series.
The Good Wife,Alicia Florrick,Julianna Margulies,protagonist,significant,positive,high,"Alicia Florrick is the main character of 'The Good Wife', and she undergoes significant personal and professional growth throughout the series."
The Good Wife,Diane Lockhart,Christine Baranski,protagonist,significant,positive,high,"Diane Lockhart is a central character who evolves significantly throughout the series, showcasing her resilience and moral complexity."
The Good Wife,Cary Agos,Matt Czuchry,antihero,significant,positive,medium,"Cary Agos is portrayed as a complex character who often operates in morally gray areas, but ultimately shows growth and development throughout the series."
The Good Wife,Eli Gold,Alan Cumming,antihero,minor,ambiguous,medium,"Eli Gold is a morally complex character who often operates in gray areas, making him both likable and questionable, but his development is not deeply transformative."
The Good Wife,Lucca Quinn,Cush Jumbo,protagonist,significant,positive,medium,"Lucca Quinn is a main character who evolves significantly throughout the series, showcasing growth in her professional and personal life."
The Good Wife,Jason Crouse,Jeffrey Dean Morgan,antihero,minor,positive,medium,"Jason Crouse is portrayed as a morally complex character who has some growth but remains fundamentally the same, ultimately showing positive traits."
"XO, Kitty",Katherine 'Kitty' Song Covey,Anna Cathcart,protagonist,significant,positive,medium,"Katherine 'Kitty' Song Covey is a central character in 'XO, Kitty' who undergoes meaningful personal growth and development throughout the series."
"XO, Kitty",Dae-heon 'Dae' Kim,Choi Min-yeong,neutral,flat,none,low,Dae-heon 'Dae' Kim is a minor character with limited development and a functional role in the story.
"XO, Kitty",Yuri Han,Gia Kim,neutral,flat,none,low,"Yuri Han is a minor character in 'XO, Kitty' with limited development and a functional role in the story."
"XO, Kitty",Min-ho Moon,Sang Heon Lee,neutral,flat,none,low,"Min-ho Moon is a minor character in 'XO, Kitty' with limited development and a functional role in the story."
"XO, Kitty",Quincy 'Q' Shabazian,Anthony Keyvan,protagonist,significant,positive,medium,"Quincy 'Q' Shabazian is a central character in 'XO, Kitty' who undergoes meaningful growth and development throughout the series."
"XO, Kitty",Juliana Porter,Regan Aliyah,neutral,flat,none,low,Juliana Porter is a minor character with limited development and unclear audience relationship.
"XO, Kitty",Alex Finnerty Lee,Peter Thurnwald,neutral,flat,none,low,Alex Finnerty Lee appears to be a minor character with limited development and a neutral role in the story.
"XO, Kitty",Mr. Moon,Philippe Lee,neutral,flat,none,low,Mr. Moon appears to be a minor character with limited development and a functional role in the story.
"XO, Kitty",Marius,Sule Thelwell,neutral,flat,none,low,Marius appears to be a minor character with limited development and a functional role in the story.
Person of Interest,John Reese,Jim Caviezel,protagonist,significant,positive,high,"John Reese is a main character who undergoes significant personal growth and moral development throughout the series, ultimately becoming a hero despite his troubled past."
Person of Interest,Harold Finch,Michael Emerson,protagonist,significant,positive,high,"Harold Finch is a central character who the audience roots for, and he undergoes significant development in his beliefs and relationships throughout the series."
Person of Interest,Lionel Fusco,Kevin Chapman,antihero,significant,positive,high,"Lionel Fusco evolves from a morally ambiguous character to a loyal ally, gaining the audience's sympathy through his development and choices."
Person of Interest,Root,Amy Acker,antihero,significant,positive,medium,Root evolves from a morally ambiguous character to a more sympathetic figure who fights for a greater cause.
Person of Interest,Sameen Shaw,Sarah Shahi,protagonist,significant,positive,high,"Sameen Shaw is a main character who evolves significantly throughout the series, showcasing growth in her beliefs and relationships."
Conan,Self - Host,Conan O'Brien,protagonist,flat,none,medium,"Conan O'Brien's character as the host is central to the show, but he typically maintains a consistent persona without significant character development."
Conan,Self,Andy Richter,neutral,flat,none,low,The character 'Self' played by Andy Richter in 'Conan' serves a functional role without significant development or clear audience attachment.
Malcolm in the Middle,Malcolm,Frankie Muniz,protagonist,significant,positive,high,"Malcolm is the central character of the show, and he undergoes significant growth as he navigates the challenges of adolescence and family dynamics."
Malcolm in the Middle,Lois,Jane Kaczmarek,protagonist,significant,positive,high,"Lois is a central character who faces challenges and grows as a mother, earning the audience's sympathy through her struggles and dedication to her family."
Malcolm in the Middle,Hal,Bryan Cranston,protagonist,minor,positive,high,"Hal is a loving father who faces various challenges, showing growth in his parenting and relationships throughout the series."
Malcolm in the Middle,Reese,Justin Berfield,protagonist,minor,positive,medium,"Reese is a main character who often provides comic relief and shows some growth, but he largely remains consistent in his mischievous nature."
Malcolm in the Middle,Dewey,Erik Per Sullivan,protagonist,minor,positive,medium,"Dewey is a sympathetic character who shows some growth, particularly in his relationships with his brothers."
Malcolm in the Middle,Francis,Christopher Masterson,neutral,flat,none,medium,Francis serves as a supporting character with minimal development and does not undergo significant change throughout the series.
The Mike Douglas Show,Self - Host,Mike Douglas,protagonist,flat,none,medium,"As the host of a talk show, Mike Douglas serves primarily as a facilitator and does not undergo significant character development."
The Chosen,Jesus of Nazareth,Jonathan Roumie,protagonist,significant,positive,high,"Jesus of Nazareth is portrayed as a central figure whose teachings and actions evoke strong empathy and support from the audience, and he undergoes a meaningful transformation in his relationships and impact on others."
The Chosen,Simon Peter,Shahar Isaac,protagonist,significant,positive,medium,Simon Peter is a central character who undergoes a meaningful transformation in his faith and relationship with Jesus throughout the series.
The Chosen,Mary Magdalene,Elizabeth Tabish,protagonist,significant,positive,medium,"Mary Magdalene is portrayed as a central character who undergoes a meaningful transformation, moving from a troubled past to a position of faith and support."
The Chosen,Matthew,Paras Patel,protagonist,significant,positive,medium,Matthew undergoes a meaningful transformation in his beliefs and relationships throughout the series.
The Chosen,Andrew,Noah James,neutral,flat,none,low,Andrew is a minor character in 'The Chosen' with limited development and a functional role in the story.
The Chosen,John,George H. Xanthis,neutral,flat,none,low,John is a minor character in 'The Chosen' with limited development and a functional role in the story.
The Chosen,Big James,Abe Bueno-Jallad,neutral,flat,none,low,Big James is a minor character with limited development and a functional role in the story.
The Chosen,Thomas,Joey Vahedi,neutral,flat,none,low,Thomas is a minor character in 'The Chosen' with limited development and a functional role in the story.
The Chosen,Thaddeus,Giavani Cairo,neutral,flat,none,low,Thaddeus is a minor character in 'The Chosen' with limited development and a functional role in the story.
The Chosen,Little James,Jordan Walker Ross,neutral,flat,none,low,Little James is a minor character with limited development and does not significantly impact the main narrative.
The Chosen,Shmuel,Shaan Sharma,neutral,flat,none,low,Shmuel is a minor character in 'The Chosen' with limited development and a functional role in the story.
The Chosen,Gaius,Kirk B.R. Woller,neutral,flat,none,low,Gaius is a minor character with limited development and does not significantly impact the main narrative.
The Chosen,"Mary, Mother of Jesus",Vanessa Benavente,protagonist,significant,positive,medium,"Mary, Mother of Jesus is portrayed as a central figure with a strong emotional journey, reflecting growth and deepening faith."
The Chosen,Nathaniel,Austin Reed Alleman,neutral,flat,none,low,Nathaniel is a minor character in 'The Chosen' with limited development and a functional role in the story.
The Chosen,Simon Z,Alaa Safi,neutral,flat,none,low,Simon Z is a minor character with limited development and does not significantly impact the main narrative.
The Chosen,Judas Iscariot,Luke Dimyan,fallen,minor,negative,medium,"Judas Iscariot is often portrayed as a sympathetic character initially but ultimately becomes antagonistic, reflecting a decline in audience sympathy."
JAG,Harmon Rabb,David James Elliott,protagonist,significant,positive,high,"Harmon Rabb is the main character of 'JAG', and he undergoes significant personal and professional growth throughout the series."
JAG,Sarah MacKenzie,Catherine Bell,protagonist,significant,positive,high,"Sarah MacKenzie is a central character in 'JAG' who evolves in her professional and personal life, gaining depth and complexity as the series progresses."
JAG,Bud Roberts,Patrick Labyorteaux,protagonist,significant,positive,medium,"Bud Roberts is a central character who evolves in his role and relationships throughout the series, making him relatable and likable."
Psych,Shawn Spencer,James Roday Rodriguez,protagonist,significant,positive,high,"Shawn Spencer is the main character of 'Psych' who uses his unique abilities to solve crimes, and he experiences significant personal growth throughout the series."
Psych,Burton Guster,Dulé Hill,protagonist,significant,positive,high,"Burton Guster is a loyal friend and integral to the main character's success, showing growth in his confidence and skills throughout the series."
Psych,Carlton Lassiter,Timothy Omundson,protagonist,significant,positive,high,"Carlton Lassiter is a main character who evolves significantly throughout the series, showcasing growth in his relationships and personal beliefs."
Psych,Juliet O'Hara,Maggie Lawson,protagonist,significant,positive,high,"Juliet O'Hara is a main character who evolves in her relationships and professional role throughout the series, gaining depth and complexity."
Psych,Karen Vick,Kirsten Nelson,neutral,flat,none,medium,"Karen Vick serves as a supporting character in 'Psych' with a consistent role as a police chief, showing little personal development throughout the series."
Psych,Henry Spencer,Corbin Bernsen,neutral,flat,none,medium,Henry Spencer serves primarily as a supporting character in 'Psych' without significant development or change throughout the series.
You,Joe Goldberg,Penn Badgley,antihero,significant,negative,high,"Joe Goldberg is portrayed as a complex character whose morally questionable actions elicit both sympathy and horror, and he undergoes a significant transformation that leads to a deterioration of his character."
You,Kate Galvin,Charlotte Ritchie,neutral,flat,none,medium,Kate Galvin serves a functional role in the narrative without significant character development.
You,Teddy Lockwood,Griffin Matthews,neutral,flat,none,low,Teddy Lockwood is a minor character with limited development and does not significantly impact the main narrative.
You,Maddie Lockwood / Reagan Lockwood,Anna Camp,fallen,minor,negative,medium,Maddie Lockwood starts as a sympathetic character but her actions lead to a loss of audience sympathy.
You,Louise Flannery,Madeline Brewer,fallen,minor,negative,medium,Louise Flannery starts as a sympathetic character but her actions lead to a loss of audience sympathy.
Star Wars: Maul - Shadow Lord,Maul (voice),Sam Witwer,antagonist,flat,none,medium,"Maul is primarily portrayed as an antagonist in the series, serving to create conflict without significant character development."
Fringe,Olivia Dunham,Anna Torv,protagonist,significant,positive,high,"Olivia Dunham is a central character in 'Fringe' who undergoes substantial growth and development, facing moral dilemmas and evolving in her understanding of the world."
Fringe,Peter Bishop,Joshua Jackson,protagonist,significant,positive,high,"Peter Bishop is a central character in 'Fringe' who evolves significantly throughout the series, ultimately becoming a hero who fights for the greater good."
Fringe,Astrid Farnsworth,Jasika Nicole,protagonist,significant,positive,high,"Astrid Farnsworth is a key character in 'Fringe' who evolves significantly throughout the series, showcasing her growth and development as a scientist and a person."
Fringe,Walter Bishop,John Noble,protagonist,significant,positive,high,Walter Bishop is a central character whose complex background and personal growth throughout the series elicit strong audience empathy and support.
ER,Abby Lockhart,Maura Tierney,protagonist,significant,positive,high,"Abby Lockhart is a central character in 'ER' who evolves significantly throughout the series, facing personal and professional challenges that garner audience sympathy."
ER,Neela Rasgotra,Parminder Nagra,protagonist,significant,positive,medium,"Neela Rasgotra is a central character in 'ER' who evolves significantly in her medical career and personal life, gaining the audience's support throughout her journey."
ER,Samantha Taggart,Linda Cardellini,protagonist,significant,positive,high,"Samantha Taggart is a central character in 'ER' who evolves significantly throughout the series, showcasing her growth as a compassionate and skilled nurse."
ER,Archie Morris,Scott Grimes,protagonist,significant,positive,medium,"Archie Morris is a central character who evolves significantly throughout the series, gaining the audience's support as he matures and develops as a doctor."
ER,Simon Brenner,David Lyons,protagonist,significant,positive,medium,Simon Brenner is portrayed as a dedicated doctor who evolves in his relationships and professional challenges throughout the series.
ER,Catherine Banfield,Angela Bassett,protagonist,significant,positive,medium,"Catherine Banfield is portrayed as a strong character who evolves in her role as a leader and caregiver, gaining the audience's support."
Frasier,Frasier Crane,Kelsey Grammer,protagonist,significant,positive,high,"Frasier Crane is a central character whose journey involves personal growth and development, making him relatable and sympathetic to the audience."
Frasier,Daphne Moon,Jane Leeves,protagonist,minor,positive,medium,"Daphne Moon is a beloved character who supports the main cast and shows some personal growth, particularly in her relationships."
Frasier,Niles Crane,David Hyde Pierce,protagonist,significant,positive,high,"Niles Crane is a central character in 'Frasier' who undergoes significant personal growth, particularly in his relationships and self-acceptance, making him a character the audience roots for."
Frasier,Roz Doyle,Peri Gilpin,protagonist,minor,positive,medium,"Roz Doyle is a supportive character who shows growth in her relationships, particularly with Frasier and her friends, but her core personality remains consistent."
Frasier,Martin Crane,John Mahoney,protagonist,minor,positive,high,"Martin Crane is a central character in 'Frasier' who garners audience sympathy as a relatable father figure, showing some growth in his relationships but fundamentally remaining consistent in his character."
How I Met Your Mother,Ted Mosby,Josh Radnor,protagonist,significant,positive,high,"Ted Mosby is the main character of 'How I Met Your Mother' and undergoes significant personal growth throughout the series, particularly in his relationships and understanding of love."
How I Met Your Mother,Barney Stinson,Neil Patrick Harris,antihero,significant,positive,high,Barney Stinson is portrayed as a morally questionable character whose growth throughout the series leads to a more meaningful understanding of relationships and commitment.
How I Met Your Mother,Marshall Eriksen,Jason Segel,protagonist,significant,positive,high,Marshall Eriksen is a central character who undergoes meaningful growth in his relationships and personal values throughout the series.
How I Met Your Mother,Lily Aldrin,Alyson Hannigan,protagonist,significant,positive,high,Lily Aldrin is a central character who experiences meaningful growth in her relationships and personal aspirations throughout the series.
How I Met Your Mother,Robin Scherbatsky,Cobie Smulders,protagonist,significant,positive,high,"Robin Scherbatsky is a main character who undergoes significant personal growth throughout the series, particularly in her relationships and career aspirations."
How I Met Your Mother,Tracy McConnell,Cristin Milioti,protagonist,significant,positive,medium,"Tracy McConnell is portrayed as a central character with a compelling backstory and emotional depth, leading to significant growth in her relationships and outlook."
"Beverly Hills, 90210",Kelly Taylor,Jennie Garth,protagonist,significant,positive,high,"Kelly Taylor is a central character who undergoes substantial growth throughout the series, evolving from a typical high school student to a more mature individual facing complex issues."
"Beverly Hills, 90210",Steve Sanders,Ian Ziering,protagonist,significant,positive,high,"Steve Sanders is a central character who undergoes meaningful growth throughout the series, evolving from a typical wealthy teenager to a more mature individual."
"Beverly Hills, 90210",Dylan McKay,Luke Perry,protagonist,significant,positive,high,Dylan McKay is a central character who undergoes substantial personal growth and is generally portrayed in a sympathetic light throughout the series.
"Beverly Hills, 90210",David Silver,Brian Austin Green,protagonist,significant,positive,high,"David Silver is a central character who evolves from a somewhat insecure teen into a more confident and supportive friend, making him relatable and likable to the audience."
"Beverly Hills, 90210",Donna Martin,Tori Spelling,protagonist,significant,positive,high,"Donna Martin is a central character who experiences substantial growth and development throughout the series, often facing challenges that resonate with the audience."
"Beverly Hills, 90210",Noah Hunter,Vincent Young,neutral,flat,none,medium,"Noah Hunter serves as a supporting character in 'Beverly Hills, 90210' with limited development and does not significantly change throughout the series."
"Beverly Hills, 90210",Janet Sosna,Lindsay Price,neutral,flat,none,medium,Janet Sosna is a supporting character with limited development and does not significantly change throughout the series.
"Beverly Hills, 90210",Matt Durning,Daniel Cosgrove,neutral,flat,none,low,"Matt Durning is a minor character in 'Beverly Hills, 90210' with limited development and impact on the overall narrative."
King of the Hill,Hank Hill / Boomhauer (voice),Mike Judge,protagonist,minor,positive,high,"Hank Hill is a central character that the audience generally roots for, showing some growth in his relationships and values throughout the series."
King of the Hill,Peggy Hill (voice),Kathy Najimy,protagonist,significant,positive,high,"Peggy Hill is a central character who evolves in her relationships and self-perception throughout the series, making her relatable and sympathetic to the audience."
King of the Hill,Bobby Hill (voice),Pamela Adlon,protagonist,significant,positive,medium,"Bobby Hill is a central character who experiences growth and development throughout the series, often showcasing relatable struggles and positive changes."
King of the Hill,Bill Dauterive (voice),Stephen Root,neutral,flat,none,medium,Bill Dauterive serves primarily as a supporting character with minimal development and does not undergo significant change throughout the series.
King of the Hill,Dale Gribble/ Cotton Hill/Kahn Souphanousinphone (voice),Toby Huss,neutral,flat,none,medium,"Dale Gribble, Cotton Hill, and Kahn Souphanousinphone are supporting characters with distinct roles but do not undergo significant development or change throughout the series."
King of the Hill,Minh Souphanousinphone / Connie Souphanousinphone (voice),Lauren Tom,neutral,flat,none,medium,Minh Souphanousinphone is a supporting character with limited development and serves primarily to support the main characters.
King of the Hill,Kahn Souphanousinphone,Ronny Chieng,neutral,flat,none,medium,Kahn Souphanousinphone serves as a side character with minimal development and does not significantly change throughout the series.
The 100,Clarke Griffin,Eliza Taylor,protagonist,significant,positive,high,"Clarke Griffin is the main character of 'The 100' who undergoes substantial growth and moral dilemmas, ultimately striving to protect her people."
The 100,Bellamy Blake,Bob Morley,protagonist,significant,positive,high,"Bellamy Blake is a central character who evolves significantly throughout the series, demonstrating growth in his leadership and moral decisions."
The 100,Raven Reyes,Lindsey Morgan,protagonist,significant,positive,high,"Raven Reyes is a central character who evolves significantly throughout the series, showcasing resilience and moral complexity, which endears her to the audience."
The 100,Octavia Blake,Marie Avgeropoulos,protagonist,significant,positive,high,"Octavia Blake is a central character who undergoes substantial growth and transformation throughout 'The 100', evolving from a sheltered girl into a strong leader."
The 100,John Murphy,Richard Harmon,antihero,significant,positive,medium,"John Murphy exhibits morally ambiguous behavior but evolves significantly throughout the series, ultimately gaining the audience's sympathy."
The 100,Echo,Tasya Teles,neutral,flat,none,medium,Echo serves a functional role in the story without significant character development or a clear relationship with the audience.
The 100,Russell Lightbourne,JR Bourne,antagonist,minor,negative,medium,"Russell Lightbourne serves as an antagonist with some minor development, but ultimately his actions lead to a negative trajectory."
The 100,Jordan Green,Shannon Kook,neutral,flat,none,low,Jordan Green is a minor character in 'The 100' with limited development and screen time.
The 100,Gabriel Santiago,Chuku Modu,neutral,flat,none,low,Gabriel Santiago is a minor character with limited development and does not significantly impact the main narrative.
The 100,Hope Diyoza,Shelby Flannery,protagonist,significant,positive,medium,"Hope Diyoza evolves from a character with a troubled past to a key ally, showcasing growth and positive change throughout the series."
The Jennifer Hudson Show,Self - Host,Jennifer Hudson,protagonist,significant,positive,medium,"As the host of her own show, Jennifer Hudson's character is designed to engage and connect with the audience, showcasing personal growth and positivity."
House of the Dragon,Prince Daemon Targaryen,Matt Smith,antihero,significant,ambiguous,medium,"Prince Daemon Targaryen exhibits morally complex behavior that elicits both admiration and concern, and his character undergoes notable changes throughout the story."
House of the Dragon,Queen Rhaenyra Targaryen,Emma D'Arcy,protagonist,significant,positive,high,"Queen Rhaenyra Targaryen is a central character whose journey involves significant personal and political challenges, leading the audience to root for her as she navigates her complex world."
House of the Dragon,Queen Alicent Hightower,Olivia Cooke,fallen,significant,negative,medium,Queen Alicent Hightower starts as a sympathetic character but becomes more antagonistic as her ambitions and conflicts escalate.
House of the Dragon,Lord Corlys 'The Sea Snake' Velaryon,Steve Toussaint,protagonist,significant,positive,medium,"Lord Corlys Velaryon is a central character whose actions and decisions significantly impact the story, and he is portrayed in a way that encourages audience support."
House of the Dragon,Ser Otto Hightower,Rhys Ifans,antagonist,significant,negative,medium,"Ser Otto Hightower opposes the main characters and creates conflict, while also undergoing a significant transformation that leads to a deterioration of his moral standing."
House of the Dragon,Ser Criston Cole,Fabien Frankel,fallen,significant,negative,medium,Ser Criston Cole starts as a sympathetic character but becomes antagonistic as his actions lead to conflict and moral decline.
House of the Dragon,Prince Aemond Targaryen,Ewan Mitchell,antagonist,significant,negative,medium,"Prince Aemond Targaryen is portrayed as an antagonist whose actions create conflict, and he undergoes a significant transformation that leads to a negative arc."
House of the Dragon,King Aegon II Targaryen,Tom Glynn-Carney,antagonist,significant,negative,medium,"King Aegon II Targaryen is positioned as an antagonist in the conflict of the story, and his character undergoes significant changes that lead to a negative trajectory."
House of the Dragon,Mysaria 'The White Worm',Sonoya Mizuno,neutral,flat,none,low,Mysaria is a minor character with limited development and her role does not evoke strong audience feelings.
House of the Dragon,Prince Jacaerys 'Jace' Velaryon,Harry Collett,protagonist,significant,positive,medium,Jacaerys is positioned as a central character whose journey involves significant personal growth and development throughout the series.
House of the Dragon,Baela Targaryen,Bethany Antonia,protagonist,significant,positive,medium,"Baela Targaryen is portrayed as a central character with a strong moral compass, and her journey reflects significant growth and positive change throughout the series."
House of the Dragon,Rhaena Targaryen,Phoebe Campbell,neutral,flat,none,low,Rhaena Targaryen is a minor character with limited development and unclear audience relationship.
House of the Dragon,Queen Helaena Targaryen,Phia Saban,neutral,flat,none,low,Queen Helaena Targaryen is a supporting character with limited development and her role does not significantly impact the main narrative.
House of the Dragon,Lord Jason Lannister / Ser Tyland Lannister,Jefferson Hall,antagonist,flat,none,medium,Lord Jason Lannister is primarily portrayed as an antagonist without significant character development throughout the series.
House of the Dragon,Lord Larys 'Clubfoot' Strong,Matthew Needham,antagonist,minor,negative,medium,"Lord Larys Strong is portrayed as a manipulative character whose actions create conflict, and while he may show some minor development, he primarily serves as an antagonist."
House of the Dragon,Lord Ormund Hightower,James Norton,antagonist,minor,negative,medium,"Lord Ormund Hightower serves as an antagonist with some minor development, but ultimately his actions lead to negative consequences."
House of the Dragon,Ulf,Tom Bennett,neutral,flat,none,low,Ulf is a minor character with limited development and unclear audience relationship.
House of the Dragon,Hugh,Kieran Bew,neutral,flat,none,low,Hugh is a minor character with limited development and impact on the overall story.
House of the Dragon,Grand Maester Orwyle,Kurt Egyiawan,neutral,flat,none,low,Grand Maester Orwyle is a minor character with limited development and a functional role in the story.
House of the Dragon,Ser Gwayne Hightower,Freddie Fox,neutral,flat,none,low,Ser Gwayne Hightower is a minor character with limited development and a clear role in the plot.
This Is Us,Jack Pearson,Milo Ventimiglia,protagonist,significant,positive,high,"Jack Pearson is a central character whose journey involves deep emotional growth and strong relationships, making him a figure the audience roots for."
This Is Us,Rebecca Pearson,Mandy Moore,protagonist,significant,positive,high,"Rebecca Pearson is a central character whose journey involves significant personal growth and emotional depth, making her relatable and sympathetic to the audience."
This Is Us,Randall Pearson,Sterling K. Brown,protagonist,significant,positive,high,"Randall Pearson is a central character whose journey involves overcoming personal struggles and growing closer to his family, making him a character the audience roots for."
This Is Us,Kate Pearson,Chrissy Metz,protagonist,significant,positive,high,"Kate Pearson is a central character whose journey involves overcoming personal struggles and evolving in her relationships, making her a character the audience roots for."
This Is Us,Kevin Pearson,Justin Hartley,protagonist,significant,positive,high,"Kevin Pearson is a central character whose journey involves personal growth and overcoming challenges, making him relatable and sympathetic to the audience."
This Is Us,Beth Pearson,Susan Kelechi Watson,protagonist,significant,positive,high,"Beth Pearson is a central character in 'This Is Us' who undergoes meaningful growth and development, particularly in her relationships and personal identity."
This Is Us,Toby Damon,Chris Sullivan,protagonist,significant,positive,high,"Toby Damon is a central character who undergoes meaningful growth, particularly in his relationships and personal struggles, making him a character the audience roots for."
This Is Us,Miguel Rivas,Jon Huertas,protagonist,significant,positive,high,"Miguel Rivas is a supportive character who undergoes significant personal growth and is portrayed as a caring figure, making him a character the audience roots for."
Without a Trace,Jack Malone,Anthony LaPaglia,protagonist,significant,positive,high,"Jack Malone is the lead character in 'Without a Trace', and he undergoes significant personal and professional growth throughout the series."
Without a Trace,Samantha Spade,Poppy Montgomery,protagonist,significant,positive,high,"Samantha Spade is a central character in 'Without a Trace' who is portrayed as a dedicated and empathetic agent, experiencing personal growth throughout the series."
Without a Trace,Vivian Johnson,Marianne Jean-Baptiste,protagonist,significant,positive,medium,"Vivian Johnson is a key character in 'Without a Trace' who evolves in her role as a dedicated agent, showcasing personal growth and resilience."
